question_idx,question,answer,context,title,keyword,article_url
disease_15379,Người đái tháo đường cần phải làm gì để có thể tự điều trị tại nhà?,"Người đái tháo đường cần tham khảo ý kiến bác sĩ chuyên khoa để được tư vấn và thăm khám, giúp kiểm soát đường huyết ổn định, đồng thời tầm soát sớm các biến chứng.","Khi mắc đái tháo đường, người bệnh cần sự tư vấn và thăm khám của các bác sĩ chuyên khoa. Các bác sĩ không chỉ giúp kiểm soát đường huyết ổn định, mà còn tầm soát sớm các biến chứng – giúp cải thiện chất lượng cuộc sống và kéo dài tuổi thọ của người bệnh. Vì vậy, mọi bệnh nhân tiểu đường nên được thăm khám và kiểm tra đường huyết thường xuyên, định kỳ để có kết quả điều trị tối ưu.",Người bệnh tiểu đường có thể tự điều trị tại nhà được không?,Đái tháo đường,https://youmed.vn/tin-tuc/cac-dau-hieu-nhan-biet-va-chan-doan-dai-thao-duong/
disease_9537,Tiểu đường thai kỳ là bệnh gì?,"Tiểu đường thai kỳ là hiện tượng lượng đường trong máu mẹ bầu tăng cao, thường xảy ra trong 3 tháng cuối hoặc 3 tháng giữa thai kỳ.","Tiểu đường thai kỳ là hiện tượng lượng đường trong máu mẹ bầu tăng cao. Bệnh xảy ra chủ yếu trong 3 tháng cuối hoặc 3 tháng giữa thai kỳ. Thai phụ thường không có bằng chứng đái tháo đường trước đó. Nồng độ đường huyết của đa số phụ nữ sẽ trở về bình thường sau khi sinh. Tuy nhiên, ở một số trường hợp, bệnh có thể diễn tiến thành đái tháo đường type 2 và gây ảnh hưởng đến sức khỏe của mẹ và bé. Theo các bác sĩ, tiểu đường thai kỳ có thể được khắc phục bằng phương pháp thay đổi lối sống. 80 – 85% thai phụ đã điều chỉnh đường huyết trở về mức ban đầu khi duy trì chế độ dinh dưỡng và sinh hoạt phù hợp. Tuy nhiên, nếu phụ nữ vẫn không kiểm soát được nồng độ đường huyết, bác sĩ sẽ chỉ định dùng thuốc.",Tiểu đường thai kỳ là bệnh gì?,Tiểu đường thai kỳ (Đái tháo đường thai kỳ),https://youmed.vn/tin-tuc/nguyen-nhan-tieu-duong-thai-ky/
disease_15355,Khi nào glucose sẽ xuất hiện trong nước tiểu?,Khi mức đường huyết tăng trên 160 – 180 mg/dL thì glucose sẽ không được thận hấp thu hết mà bắt đầu xuất hiện trong nước tiểu.,"Các loại bệnh tiểu đường có thể có các triệu chứng rất giống nhau, nếu lượng đường trong máu tăng cao đáng kể. Khi mức đường huyết tăng trên 160 – 180 mg/dL (8,9 – 10,0 mmol/L), glucose sẽ không được thận hấp thu hết mà bắt đầu xuất hiện trong nước tiểu. Khi lượng glucose trong nước tiểu tăng cao, thận sẽ bài tiết thêm nước để làm loãng lượng glucose này. Do thận sản xuất lượng nước tiểu nhiều, những người mắc bệnh tiểu đường sẽ thường xuyên đi tiểu với thể tích lớn hơn bình thường. Đi tiểu nhiều tạo ra cảm giác khát tăng dần buộc họ phải uống nước. Bên cạnh đó, bởi vì quá nhiều calo bị mất trong nước tiểu, người bệnh có thể sụt cân. Và để bù lại, họ thường cảm thấy đói và ăn nhiều hơn. Từ đó, có thể thấy các triệu chứng cụ thể của mức đường huyết tăng cao bao gồm: - Cảm giác khát tăng dần gây uống nhiều.
- Tiểu nhiều.
- Sụt cân.
- Ăn nhiều.
- Mệt mỏi. Ngoài ra còn có thể xuất hiện các triệu chứng do biến chứng mạch máu và thần kinh của đái tháo đường như: - Tê hoặc châm chích ở bàn tay hoặc bàn chân.
- Biến dạng bàn chân.
- Lâu lành vết thương.
- Nhiễm trùng không rõ nguyên nhân…",Dấu hiệu đái tháo đường,Đái tháo đường,https://youmed.vn/tin-tuc/cac-dau-hieu-nhan-biet-va-chan-doan-dai-thao-duong/
disease_15318,Người mắc đái tháo đường type 1 thường có thể trạng như thế nào?,Người mắc đái tháo đường type 1 thường không thừa cân và có bệnh sử sụt cân gần đây.,"Người mắc đái tháo đường type 2 thường thừa cân, còn tiểu đường type 1 thường không thừa cân và có bệnh sử sụt cân gần đây.",Phân biệt đái tháo đường type 1 và 2 - Thể trọng,Đái tháo đường type 1,https://youmed.vn/tin-tuc/dai-thao-duong-tuyp-1/
disease_15308,HbA1c lớn hơn hoặc bằng bao nhiêu % thì được chẩn đoán là đái tháo đường type 1?,HbA1c lớn hơn hoặc bằng 65% thì được chẩn đoán là đái tháo đường type 1.,Xét nghiệm này đo mức glucose trung bình trong hai đến ba tháng trước. Đái tháo đường được chẩn đoán nếu mức HbA1c lớn hơn hoặc bằng 65%.,Chẩn đoán đái tháo đường type 1 như thế nào? - HbA1c,Đái tháo đường type 1,https://youmed.vn/tin-tuc/dai-thao-duong-tuyp-1/
disease_9453,Sự ràng buộc tiên căn và nguyên do di truyền có thể có tác hại ảnh hưởng vậy?,"Yêu tố di truyền và tiền căn đều là căn nguyên nguy hiểm nặng nề, cụ thể, có thể dẫn tới những nguy hiểm như: Mối nguy hại với sức khỏe, giảm tuổi thọ.",Nguyên nhân chính xác của tiền ĐTĐ hiện tại vẫn chưa được biết rõ. Nhưng tiền căn gia đình và yếu tố di truyền có thể đóng một vai trò quan trọng. Có một điều rõ ràng là những bệnh nhân bị tiền ĐTĐ thì quá trình chuyển hóa đường trong cơ thể không còn diễn ra như bình thường nữa.5,Nguyên nhân tiền đái tháo đường - Nguyên nhân,Tiền đái tháo đường,https://youmed.vn/tin-tuc/tien-dai-thao-duong/
disease_15321,Đái tháo đường type 1 khởi phát ở độ tuổi nào?,"Đái tháo đường type 1 thường khởi phát sớm, đỉnh đầu tiên là khoảng từ 4-7 tuổi và đỉnh thứ hai xuất hiện trước hoặc ngay sau tuổi dậy thì, cụ thể là 10-14 tuổi.",Bệnh nhân đái tháo đường type 2 thường khởi phát sau tuổi dậy thì. Tuổi biểu hiện của tiểu đường type 1 có 2 đỉnh là khoảng từ 4-7 tuổi và đỉnh trước hoặc ngay sau dậy thì 10-14 tuổi.,Phân biệt đái tháo đường type 1 và 2 - Tuổi,Đái tháo đường type 1,https://youmed.vn/tin-tuc/dai-thao-duong-tuyp-1/
disease_11845,Ung thư tụy có thể gây ra bệnh nào khác ngoài bệnh tiểu đường không?,Không.,"Hiếm khi bệnh gây ra bệnh tiểu đường lượng đường trong máu cao vì chúng phá hủy các tế bào tạo ra insulin. Các triệu chứng tiểu đường có thể bao gồm cảm thấy thường xuyên khát và đói, đi tiểu nhiều lần. Thông thường, ung thư có thể dẫn đến những thay đổi nhỏ về lượng đường trong máu mà không gây ra các triệu chứng của bệnh tiểu đường. Tuy nhiên những bất thường này vẫn có thể được phát hiện được bằng xét nghiệm máu.",Ung thư tụy có thể có những biểu hiện gì? - Bệnh tiểu đường,Ung thư tụy,https://youmed.vn/tin-tuc/ung-thu-tuy-bieu-hien-chan-doan-va-dieu-tri/
disease_2888,Ngoài nguyên nhân do bệnh tiểu đường thì những nguyên nhân nào dẫn đến hạ đường huyết?,Hạ đường huyết có thể xảy ra khi người bệnh ăn quá ít trong khi đang dùng thuốc trị tiểu đường hoặc tập thể dục nhiều hơn bình thường.,"Những người mắc bệnh tiểu đường thiếu hụt hoàn toàn insulin (đái tháo đường 1). Hoặc vẫn có insulin nhưng có thể ít đáp ứng với nó (đái tháo đường 2). Do đó, glucose có xu hướng tích tụ trong máu và có thể đạt đến mức cao nguy hiểm. Để khắc phục vấn đề này, người mắc bệnh tiểu đường có thể dùng insulin hoặc các loại thuốc để giảm lượng đường trong máu. Nhưng quá nhiều insulin hoặc các loại thuốc điều trị tiểu đường có thể khiến lượng đường trong máu xuống quá thấp. Từ đó gây hạ đường trong máu. Hạ đường huyết cũng có thể xảy ra nếu người bệnh ăn uống quá ít trong khi dùng thuốc trị tiểu đường, hoặc tập thể dục nhiều hơn bình thường.",Nguyên nhân là gì? - Nguyên nhân hạ đường thường gặp trên bệnh nhân đái tháo đường,Hạ đường huyết,https://youmed.vn/tin-tuc/ha-duong-huyet-nguyen-nhan-trieu-chung-va-cach-xu-tri/
disease_15392,"Trong trường hợp mắc bệnh tiểu đường típ 1, phương pháp điều trị chính là gì?",Phương pháp điều trị chính trong tiểu đường típ 1 là sử dụng insulin thông qua tiêm hàng ngày hoặc bơm insulin.,"Đái tháo đường típ 1 Trong tiểu đường típ 1, cơ thể bệnh nhân thiếu insulin một cách tuyệt đối. Vì vậy, việc sử dụng insulin thông qua tiêm hàng ngày hoặc bơm insulin là phương pháp điều trị chính. Bên cạnh đó, bác sĩ điều trị cũng sẽ hướng dẫn bệnh nhân tính lượng calo nạp vào, và lượng insulin cần thiết để kiểm soát lượng calo đó. Ghép tụy có thể là một lựa chọn thứ hai cho các bệnh nhân đái tháo đường típ 1. Việc cấy ghép tuyến tụy thành công giúp loại bỏ nhu cầu điều trị bằng insulin. Tuy nhiên, không phải lúc nào các ca cấy ghép cũng thành công – và những quy trình này tiềm ẩn nhiều rủi ro. Người bệnh sẽ cần dùng thuốc ức chế miễn dịch trong suốt phần đời còn lại của mình, để ngăn chặn quá trình thải ghép. Những loại thuốc này có thể gây tác dụng phụ nghiêm trọng, đó là lý do tại sao cấy ghép thường chỉ được dành cho những người mắc bệnh tiểu đường không kiểm soát được, hoặc những người cũng cần ghép thận… Đái tháo đường típ 2 Ngoài việc sử dụng insulin, còn có thể sử dụng các liệu pháp khác nhằm làm tăng sự nhạy cảm với insulin, hoặc tăng tiết insulin của tuyến tụy. Các phân nhóm thuốc cụ thể bao gồm: - Biguanide (metformin).
- Sulfonylureas.
- Thuốc ức chế kênh đồng vận chuyển SGLT-2.
- Thuốc ức chế DPP-4.
- Thuốc đồng vận GLP-1.
- Meglitinides.
- Thiazolidinediones.
- Thuốc ức chế alpha-glucosidase. Các bác sĩ sẽ kê đơn tùy thuộc vào mức đường huyết cũng như các bệnh lý đi kèm của từng bệnh nhân. Ví dụ, khi bệnh nhân đái tháo đường típ 2 có kèm suy tim, nhóm thuốc được ưu tiên sử dụng là ức chế kênh đồng vận chuyển SGLT-2.7 Đái tháo đường thai kỳ Kiểm soát lượng đường trong máu của mẹ bầu là điều cần thiết để giữ cho thai nhi khỏe mạnh và tránh các biến chứng trong quá trình sinh nở. Ngoài việc duy trì chế độ ăn uống lành mạnh và tập thể dục, kế hoạch điều trị còn bao gồm việc theo dõi một cách nghiêm ngặt lượng đường trong máu và trong một số trường hợp, người mẹ cần phải được điều trị bằng insulin. Có thể thấy, nguyên nhân gây bệnh tiểu đường rất đa dạng và phức tạp. Vì vậy, chúng ta cần tìm đúng cơ chế bệnh sinh để có hướng điều trị phù hợp. Khi có các dấu hiệu nghi ngờ mắc đái tháo đường, hãy đến gặp bác sĩ để được tư vấn và chẩn đoán bệnh một cách kịp thời. Người bệnh đái tháo đường không những cần phải tuân thủ việc dùng thuốc, mà còn phải thay đổi lối sống để đạt được hiệu quả điều trị tối ưu.",Phương pháp điều trị đối với các dạng đái tháo đường - Điều trị dùng thuốc cho từng phân loại đái tháo đường,Đái tháo đường,https://youmed.vn/tin-tuc/cac-dau-hieu-nhan-biet-va-chan-doan-dai-thao-duong/
disease_9449,Tỷ lệ chuyển đổi từ tiền tiểu đường sang tiểu đường loại 2 như thế nào?,"Có khoảng 5% đối tượng tiền tiểu đường với HbA1c từ 5,7 – 6% chuyển sang ĐTĐ mỗi năm. Nếu HbA1c từ 6,1-6,4% thì tỷ lệ này sẽ là 10%.","Tầm soát tiền tiểu đường được khuyến khích vì giúp dự đoán trước khả năng có thể chuyển sang ĐTĐ típ 2 thật sự. Có từ 5 – 10% đối tượng tiền ĐTĐ chuyển sang ĐTĐ mỗi năm, so với 2% trong dân số chung có nồng độ đường huyết bình thường. Những đối tượng kết hợp cả rối loạn đường huyết đói và rối loạn dung nạp glucose sẽ chuyển sang ĐTĐ với tỷ lệ cao hơn đối tượng chỉ có rối loạn đường huyết đói đơn thuần. Mỗi năm có khoảng 5% đối tượng tiền tiểu đường với HbA1c từ 5,7 – 6% chuyển sang ĐTĐ. Nếu HbA1c từ 6,1-6,4% thì tỷ lệ này sẽ là 10%. Nếu có thêm các yếu tố nguy cơ khác thì tỷ lệ chuyển từ tiền ĐTĐ sang ĐTĐ có thể lên đến 30% mỗi năm. Những yếu tố nguy cơ cần tầm soát tiền ĐTĐ sẽ được đề cập chi tiết bên dưới.",Tiền đái tháo đường là gì? - Tầm soát tiền đái tháo đường2,Tiền đái tháo đường,https://youmed.vn/tin-tuc/tien-dai-thao-duong/
disease_9568,Xét nghiệm glucose huyết tương lúc đói bất thường có giá trị như thế nào?,Nếu glucose huyết tương lúc đói bất thường ≥ 126 mg% thì được chẩn đoán đái tháo đường và sẽ được giới thiệu chuyên khoa Nội tiết.,"- Lần khám 1: Khi bạn đến khám lần đầu tiên vào 3 tháng đầu thai kì, xét nghiệm glucose huyết tương lúc đói hoặc glucose huyết tương bất kì. Nếu glucose huyết tương lúc đói bất thường ≥ 126 mg% hoặc glucose huyết tương bất kỳ ≥ 200mg%, chẩn đoán đái tháo đường và sẽ được giới thiệu chuyên khoa Nội tiết.
- Lần khám sau đó: khi thai kì bước vào tuàn 24-28 bạn sẽ được tư vấn tầm soát đái tháo đường thai kì và hướng dẫn ăn uống hợp lý để thực hiện nghiệm pháp dung nạp glucose 75 gam – 2 giờ vào lần khám thai định kỳ tiếp theo.",Tầm soát đái tháo đường thai kì như thế nào? - Các bước tiến hành xét nghiệm,Tiểu đường thai kỳ,https://youmed.vn/tin-tuc/dai-thao-duong-thai-ki/
disease_15277,Nguyên nhân chính gây đái tháo đường type 1 là gì?,"Nguyên nhân chính gây đái tháo đường type 1 là phản ứng tự miễn của cơ thể, dẫn đến cơ thể sản xuất ra kháng thể tấn công và phá hủy các tế bào tụy tạo ra insulin.","Đái tháo đường type 1 là do phản ứng tự miễn (cơ thể sự sản xuất ra kháng thể tấn công cơ thể) phá hủy các tế bào tụy để tạo ra insulin. Những tế bào đó được gọi là tế bào beta tụy. Quá trình này có thể diễn ra trong nhiều tháng hoặc nhiều năm trước khi xuất hiện triệu chứng. Một số người có một số gen nhất định (đặc điểm di truyền từ cha mẹ) làm cho họ dễ mắc đái tháo đường type 1 hơn những người khác. Ngoài ra, nhiễm trùng, nhiễm vi-rút và một số yếu tố môi trường khác cũng có thể gây ra đái tháo đường type 1.",Nguyên nhân gây đái tháo đường type 1,Đái tháo đường type 1,https://youmed.vn/tin-tuc/dai-thao-duong-tuyp-1/
disease_9574,Khi nào tình trạng tăng glucose huyết tương mạn tính ở cơ thể mẹ ảnh hưởng trực tiếp gây chết thai?,"Tình trạng tăng glucose huyết tương mạn tính ở cơ thể mẹ giai đoạn từ 3 – 6 tuần cuối của thai kỳ khi cơ thể người mẹ giai đoạn từ 3 – 6 tuần cuối của thai kỳ kéo dài có thể dẫn đến tăng sử dụng glucose ở thai nhi, xuất hiện tình trạng thiếu oxy ở thai nhi, tăng tình trạng toan máu ở thai là những yếu tố ảnh hưởng trực tiếp gây chết thai.","Thai nhi quá to Khi đường huyết không được kiểm soát tốt sẽ khiến cho lượng đường trong máu của bé tăng cao. Kích thước của em bé sẽ tăng quá mức. Bên cạnh việc gây khó chịu cho mẹ trong những tháng cuối của thai kì, một em bé quá lớn có thể dẫn đến những biến chứng trong khi sinh cho cả mẹ và con. Người mẹ có thể cần phải mổ để lấy em bé ra. Và em bé có thể sinh ra bị tổn thương đám rối thần kinh cánh tay. Thai có thể đột tử trong tử cung hoặc hạ đường huyết và các bệnh lý chuyển hóa sơ sinh khác. Bệnh lý đường hô hấp Hội chứng nguy kịch hô hấp cấp Dị tật bẩm sinh Ở thời điểm thụ thai của người mẹ bị mắc bệnh đái tháo đường, nếu lượng glucose huyết tương không được kiểm soát tốt thì tỷ lệ dị tật bẩm sinh của trẻ sơ sinh sẽ rất cao từ 8 – 13%, gấp 2 – 4 lần nhóm không bị đái tháo đường. Tiểu đường thai kỳ có ảnh hưởng đến thai nhi khi còn trong bụng mẹ không? Câu trả lời là hoàn toàn có. Những trường hợp này chiếm tỷ lệ khoảng 20% – 30%. Có nhiều bằng chứng cho thấy tăng glucose huyết tương mạn tính ở cơ thể mẹ giai đoạn từ 3 – 6 tuần cuối của thai kỳ dẫn đến tăng sử dụng glucose ở thai nhi, xuất hiện tình trạng thiếu oxy ở thai nhi, tăng tình trạng toan máu của thai là những yếu tố ảnh hưởng trực tiếp gây chết thai. Các ảnh hưởng lâu dài Gia tăng tần suất trẻ béo phì, khi lớn trẻ sớm bị mắc bệnh đái tháo đường týp 2, rối loạn tâm thần – vận động. Trẻ sinh ra từ các bà mẹ bị đái tháo đường thai kì có nguy cơ đái tháo đường và tiền đái tháo đường tăng gấp 8 lần khi đến 19 đến 27 tuổi.",Biến chứng đái tháo đường thai kỳ - Đối với bé,Tiểu đường thai kỳ,https://youmed.vn/tin-tuc/dai-thao-duong-thai-ki/
disease_15325,Những bệnh thường đi kèm với đái tháo đường type 2 là gì?,"Đái tháo đường type 2 thường có những bệnh đi kèm như dày sừng tăng sắc tố, tăng huyết áp, rối loạn lipid máu, buồng trứng đa nang.","Đái tháo đường type 2 thường có những bệnh đi kèm như dày sừng tăng sắc tố, tăng huyết áp, rối loạn lipid máu, buồng trứng đa nang. Hiện tượng dày sừng và tăng sắt tố da ở bệnh nhân đái tháo đường type 2 Đái tháo đường type 1 nếu không được chẩn đoán và chữa trị kịp thời có thể gây ảnh hưởng lớn đến sức khỏe và tính mạng của bệnh nhân. Mọi thông tin trên đều mang tính chất tham khảo, bạn cần đi khám và liên hệ trực tiếp với bác sĩ của mình khi cần.",Phân biệt đái tháo đường type 1 và 2 - Những đặc điểm khác,Đái tháo đường type 1,https://youmed.vn/tin-tuc/dai-thao-duong-tuyp-1/
disease_9562,"Bên cạnh yếu tố thai phụ, còn có những yếu tố nào khác cần đặc biệt lưu ý khi tầm soát tiểu đường thai kỳ?","Tiền sử trong gia đình thế hệ thứ nhất, tiền sử sản khoa: thai lưu, sinh con to, tiểu đường thai kỳ trong lần sinh trước, tăng huyết áp, đa thai là những yếu tố cần đặc biệt lưu ý khi tầm soát tiểu đường thai kỳ.","- Yếu tố thai phụ: lớn tuổi, nhiều con, béo phì trước khi có thai, tăng cân quá mức trong thai kỳ, hội chứng buồng trứng đa nang.
- Tiền sử trong gia đình thế hệ thứ nhất.
- Tiền sử sản khoa: thai lưu, sinh con to, tiểu đường thai kỳ trong lần sinh trước.
- Các yếu tố trong thai kỳ: tăng huyết áp, đa thai. Mặc dù còn một vài vấn đề chưa được thống nhất, nhưng hầu như các tổ chức chuyên môn trên thế giới khuyến cáo tất cả các phụ nữ đều nên tầm soát đái tháo đường thai kì.",Tầm soát đái tháo đường thai kì như thế nào? - Đối tượng tầm soát,Tiểu đường thai kỳ,https://youmed.vn/tin-tuc/dai-thao-duong-thai-ki/
disease_15345,Đái tháo đường típ 2 có liên quan đến yếu tố nào?,"Đái tháo đường típ 2 có liên quan đến sự đề kháng insulin của cơ thể, tức là cơ thể không thể duy trì nồng độ đường trong máu ổn định với cùng một lượng insulin như ở người bình thường.","Lý do chính làm tăng nồng độ đường trong máu là do sự thiếu hụt insulin (một loại hormone từ tuyến tụy giúp đưa glucose vào tế bào) một cách tuyệt đối hoặc tương đối (hay còn gọi là đề kháng insulin). Từ đó, đái tháo đường được phân thành các loại như sau: Đái tháo đường típ 1: được đặc trưng bởi sự phá hủy các tế bào beta trong tuyến tụy (tế bào tiết ra insulin), thường là thứ phát sau một quá trình tự miễn. Kết quả là các tế bào beta bị mất chức năng gần như hoàn toàn, dẫn đến nồng độ insulin là cực kỳ thấp trong cơ thể. Loại đái tháo đường này thường khởi phát một cách rầm rộ và dễ nhận biết. Đái tháo đường típ 2: có liên quan đến sự đề kháng insulin của cơ thể. Nghĩa là cơ thể không thể duy trì nồng độ đường trong máu một cách ổn định với cùng một lượng insulin như ở người bình thường. Đái tháo đường thai kỳ: được phát triển trong thời kỳ mang thai. Điều đặc biệt ở loại đái tháo đường này là đường huyết người mẹ có thể trở về bình thường sau khi sinh con. Đái tháo đường do nguyên nhân khác: - Bệnh lý đơn gen: đái tháo đường khởi phát khi trưởng thành ở người trẻ, hoặc đái tháo đường sơ sinh.
- Bệnh tuyến tụy ngoại tiết: bệnh lý viêm tụy mạn, ứ đọng sắt trong cơ thể…
- Đái tháo đường liên quan đến việc sử dụng thuốc: ví dụ các thuốc điều trị căn bệnh thế kỷ HIV/AIDS, hoặc sau khi sử dụng corticosteroid (hay thường được gọi là “đề sa”)…
- Các bệnh lý liên quan đến nội tiết: u tủy thượng thận, to đầu chi, hội chứng Cushing… Gần đây, người ta còn đưa ra khái niệm “tiền đái tháo đường”: dùng để chỉ những người có lượng đường trong máu cao hơn bình thường, nhưng chưa đủ tiêu chuẩn để chẩn đoán đái tháo đường. Phân loại này đặc biệt được coi trọng vì có tới khoảng 70% người được chẩn đoán tiền đái tháo đường sẽ diễn tiến thành đái tháo đường típ 1 trong vòng 10 năm nếu không được điều trị.1",Tổng quan về bệnh tiểu đường - Phân loại đái tháo đường,Đái tháo đường,https://youmed.vn/tin-tuc/cac-dau-hieu-nhan-biet-va-chan-doan-dai-thao-duong/
disease_15279,"Ngoài yếu tố tự miễn, còn những yếu tố nào khác có thể gây ra đái tháo đường type 1?","Ngoài yếu tố tự miễn, một số yếu tố khác như nhiễm trùng, nhiễm vi-rút và một số yếu tố môi trường khác cũng có thể gây ra đái tháo đường type 1.","Đái tháo đường type 1 là do phản ứng tự miễn (cơ thể sự sản xuất ra kháng thể tấn công cơ thể) phá hủy các tế bào tụy để tạo ra insulin. Những tế bào đó được gọi là tế bào beta tụy. Quá trình này có thể diễn ra trong nhiều tháng hoặc nhiều năm trước khi xuất hiện triệu chứng. Một số người có một số gen nhất định (đặc điểm di truyền từ cha mẹ) làm cho họ dễ mắc đái tháo đường type 1 hơn những người khác. Ngoài ra, nhiễm trùng, nhiễm vi-rút và một số yếu tố môi trường khác cũng có thể gây ra đái tháo đường type 1.",Nguyên nhân gây đái tháo đường type 1,Đái tháo đường type 1,https://youmed.vn/tin-tuc/dai-thao-duong-tuyp-1/
disease_193,Metformin có thể mang lại lợi ích gì cho người tiền tiểu đường?,Metformin có thể làm chậm quá trình tiến triển thành bệnh tiểu đường loại 2 nếu bạn bị tiền tiểu đường.,"Metformin là một loại thuốc dùng để điều trị bệnh tiểu đường loại 2. Nó cũng điều trị hội chứng buồng trứng đa nang bằng cách cải thiện nồng độ insulin. Nếu bạn bị tiền tiểu đường, metformin cũng có thể làm chậm quá trình tiến triển thành bệnh tiểu đường loại 2. Đồng thời có thể giúp giảm cân.",Điều trị hội chứng buồng trứng đa nang - Metformin,Buồng trứng đa nang,https://youmed.vn/tin-tuc/chan-doan-va-dieu-tri-hoi-chung-buong-trung-da-nang-nhu-the-nao/
disease_15348,Nói về đặc điểm của bệnh tiểu đường típ 2.,"Bệnh tiểu đường típ 2 có đặc điểm là các tế bào của cơ thể không phản ứng bình thường với insulin (hay còn gọi là đề kháng insulin), khiến cơ thể vẫn có thể sản xuất insulin và bệnh có thể được điều trị với các loại thuốc uống và thuốc tiêm khác.","Đặc điểm của loại này là các tế bào của cơ thể không phản ứng bình thường với insulin (hay còn gọi là đề kháng insulin). Vì cơ thể vẫn sản xuất được insulin và bệnh có thể được điều trị với các loại thuốc uống và thuốc tiêm khác. Vì vậy, nó còn được gọi là bệnh đái tháo đường không phụ thuộc insulin. Đến nay, khoa học vẫn chưa hiểu hết về cơ chế của đái tháo tháo đường típ 2, mặc dù nhiều tác giả cho rằng các yếu tố môi trường và di truyền đóng một vai trò trong sự phát triển bệnh lý này. Bên cạnh đó, thừa cân/béo phì cũng đã được chứng minh có liên quan chặt chẽ đến cơ chế hình thành đái tháo đường típ 2. Đây là loại bệnh tiểu đường phổ biến nhất với tỷ lệ tới gần 90 – 95% và chủ yếu xuất hiện ở người trung niên và lớn tuổi.3",Nguyên nhân bệnh tiểu đường - Đái tháo đường típ 2,Đái tháo đường,https://youmed.vn/tin-tuc/cac-dau-hieu-nhan-biet-va-chan-doan-dai-thao-duong/
disease_15390,Khi nào phụ nữ mang thai được tầm soát đái tháo đường thai kỳ?,Phụ nữ mang thai được tầm soát đái tháo đường thai kỳ vào tuần thai thứ 24 – 28.,Phụ nữ mang thai được tầm soát thường quy đái tháo đường thai kỳ vào tuần thai thứ 24 – 28 và có tiêu chuẩn chẩn đoán riêng biệt theo một trong hai cách sau (tùy nơi thực hiện): Tiêu chuẩn chẩn đoán đái tháo đường thai kỳ như sau:4,Chẩn đoán đái tháo đường - Đái tháo đường thai kỳ,Đái tháo đường,https://youmed.vn/tin-tuc/cac-dau-hieu-nhan-biet-va-chan-doan-dai-thao-duong/
disease_15278,Quá trình gây đái tháo đường type 1 diễn ra trong bao lâu?,Quá trình gây đái tháo đường type 1 có thể diễn ra trong nhiều tháng hoặc thậm chí nhiều năm trước khi các triệu chứng xuất hiện.,"Đái tháo đường type 1 là do phản ứng tự miễn (cơ thể sự sản xuất ra kháng thể tấn công cơ thể) phá hủy các tế bào tụy để tạo ra insulin. Những tế bào đó được gọi là tế bào beta tụy. Quá trình này có thể diễn ra trong nhiều tháng hoặc nhiều năm trước khi xuất hiện triệu chứng. Một số người có một số gen nhất định (đặc điểm di truyền từ cha mẹ) làm cho họ dễ mắc đái tháo đường type 1 hơn những người khác. Ngoài ra, nhiễm trùng, nhiễm vi-rút và một số yếu tố môi trường khác cũng có thể gây ra đái tháo đường type 1.",Nguyên nhân gây đái tháo đường type 1,Đái tháo đường type 1,https://youmed.vn/tin-tuc/dai-thao-duong-tuyp-1/
disease_2890,Khi nào cơ thể thiếu hụt nội tiết tố có thể dẫn đến hạ đường huyết?,"Khi tuyến thượng thận và tuyến yên rối loạn, gây thiếu hụt các hormone chính điều chỉnh việc sản xuất glucose.","Hạ đường trong máu ở những người không mắc bệnh tiểu đường ít phổ biến hơn nhiều. Nguyên nhân có thể bao gồm: - Thuốc Vô tình một người không bị tiểu đường uống nhầm thuốc trị tiểu đường là nguyên nhân có thể gây hạ đường huyết. Các loại thuốc khác có thể gây hạ đường trong máu, đặc biệt là ở trẻ em hoặc ở những người bị suy thận. Một ví dụ là quinine (Qualaquin), được sử dụng để điều trị bệnh sốt rét. - Uống rượu quá mức Uống nhiều rượu mà không ăn có thể ngăn chặn gan giải phóng glucose dự trữ vào máu. Từ đó gây hạ đường trong máu, đây có thể là một tình trạng nguy hiểm dẫn đến đột tử, cùng theo dõi video sau nhé:  - Một số bệnh nặng Các bệnh nặng về gan, chẳng hạn như viêm gan nặng, có thể gây hạ đường huyết. Rối loạn chức năng thận, làm chậm thải thuốc, có thể ảnh hưởng đến mức glucose do sự tích tụ của các loại thuốc đó. Đói lâu dài, như trong tình trạng chán ăn tâm thần. Nó có thể dẫn đến sự suy giảm các chất mà cơ thể bạn cần để tạo ra glucose, gây hạ đường huyết. - Insulin được sản xuất quá mức Một khối u hiếm của tuyến tụy (insulinoma) có thể gây ra việc sản xuất quá mức insulin, dẫn đến hạ đường huyết. - Thiếu hụt nội tiết tố Một số rối loạn của tuyến thượng thận và tuyến yên có thể dẫn đến sự thiếu hụt các hormone chính điều chỉnh việc sản xuất glucose. Trẻ em có thể bị hạ đường huyết nếu thiếu hụt hormone tăng trưởng.",Nguyên nhân là gì? - Nguyên nhân hạ đường huyết có thể gặp trên những người không bị đái tháo đường,Hạ đường huyết,https://youmed.vn/tin-tuc/ha-duong-huyet-nguyen-nhan-trieu-chung-va-cach-xu-tri/
